Article_Id,Content
5820dcf095d0e0204d55ee32,Hillary Clinton’s team hammered away at Donald J. Trump’s character. The Trump campaign offered a portrait of him as a loving father.
5820dd6a95d0e0204d55ee41,A weekly comic strip featured in the Sunday Review.
5820dd5295d0e0204d55ee3e,"In his last interview, Ken Thompson, who died last month at 50, described his proudest accomplishments and a desire to reform “fundamentally unfair” aspects of the criminal justice system."
5820dd1095d0e0204d55ee36,"Spain said it had been a year since Mikel Irastorza took over ETA, which has killed more than 800 people in a decades-long fight to establish an independent homeland."
5820dd3695d0e0204d55ee3c,"It does not appear we have entered a post-truth era, but partisanship still plays a big role in holding onto false beliefs."
5820dcc295d0e0204d55ee28,Justices revived a state law that bans people from collecting other voters’ completed absentee ballots and submitting them to election officials.
5820dd5e95d0e0204d55ee3f,"Regardless of who wins the presidency, a brutal election battle has left the nation’s image tarnished, in the eyes of its own people and the world."
5820dcd195d0e0204d55ee29,"Cespedes, who hit .280 with 31 homers last season, opted out of the last two years of his contract and may attract offers worth $100 million or more."
5820dcb995d0e0204d55ee26,"“I suppose I could have stayed home and baked cookies,” Mrs. Clinton once said, to her regret, as her husband ran for president. Now the line is back."
5820dc5795d0e0204d55ee15,A state that once seemed promising for Democrats in their bid to take back the Senate is now seeing a fight for every vote.
5820dc4c95d0e0204d55ee13,"For 10 months, until Google “fixed something,” ProtonMail was pushed deep into Google’s search results, a reminder of the conflict of interest at the company’s core."
5820dc3595d0e0204d55ee11,"A series of new security measures implemented after a car bombing killed more than 300 in July have been largely successful, though fears of attacks remain."
5820dbf695d0e0204d55ee05,"Black lawyers, racial justice groups and liberal donors, led by the hedge fund billionaire George Soros, are combining forces to try to propel more African-American district attorneys into office."
5820dbe995d0e0204d55ee01,"Emily Cox and Henry Rathvon bring us some mixed up clues, cryptically speaking."
5820dbd595d0e0204d55edff,"Despite the controversy that has entangled the F.B.I. in presidential politics, its director, James B. Comey, has no plans to leave office, colleagues say."
5820dbe795d0e0204d55ee00,"Jenny Chao, who tinkered in the garage as a child, is a mechanical engineer specializing in industrial explosions for a commercial property insurance company."
5820dbb895d0e0204d55edfe,Murray advanced to the Paris Masters final without playing a single point when Raonic withdrew on Saturday because of an injury to his right leg.
5820db8995d0e0204d55edfa,Many are infuriated by the notion that President Park Geun-hye has been in thrall for decades to a family of religious charlatans.
5820db6695d0e0204d55edf6,"Although Jonathan Blum had spent his legal career advising businesses, turning his passion into a company wasn’t as straightforward as he had expected."
5820db6595d0e0204d55edf4,The rise can be attributed to increased public awareness and changes in British law stemming from a perception-based definition of what constitutes a hate crime.
5820db2495d0e0204d55edeb,Two Italians and a Canadian were kidnapped on Sept. 19 by armed and masked men in a region where Islamist extremists have established a presence.
5820e39995d0e0204d55eee8,"A landlord can sue any or all of those named on the lease, so it’s best to keep paying the rent."
5820dd0495d0e0204d55ee35,"Once so close they flirted with a merger, the software giants became archrivals when they realized the value of the data amassed by social networks."
5820f72895d0e0204d55f033,"When she was hospitalized, he jumped into bed with her and they watched “Breaking Bad” together."
5820f72a95d0e0204d55f034,"“‘I’m Barry Altmark,’” he said. “‘I have loved you since I was 3 years old.’”"
5820e6b895d0e0204d55ef1f,"Mike is a medieval witch hunter, as Farhad retreats into Mario. Microsoft’s grab for Slack’s lunch is discussed. And Amazon could do better at inspiring shopping."
5820f72595d0e0204d55f032,A broken boiler in her apartment building rekindled the flame.
5820f72f95d0e0204d55f035,"She expressed interest in him on @Hingeapp, but then left him in limbo for a month."
5820db2b95d0e0204d55edec,"Ties, possibly financial, between President Rodrigo Duterte and the family of the dictator Ferdinand E. Marcos have raised questions of motives."
5820e68795d0e0204d55ef1e,"Georgetown is a picturesque area with cobbled streets, historic homes and a lively shopping and dining district."
5824a7a095d0e0204d55fbe5,"Georgetown is a picturesque area with cobbled streets, historic homes and a lively shopping and dining district."
5820e80a95d0e0204d55ef2c,A place to discuss the “A Little Variety” suite of puzzles.
5820e68395d0e0204d55ef1d,The workplace plans offered to teachers and social workers cost too much. But there are ways to fix the problem.
581dbbd595d0e01ffc1e1a67,"For a more fulfilling getaway, avoid set tours, hire a local guide and stay at small, locally owned hotels."
581dadc495d0e01ffc1e1a5b,"The mammoth Yale endowment fund run by David Swensen has been a training ground for investment managers, its alumni now scattered through the nonprofit world."
581dadc095d0e01ffc1e1a59,A sampling of the best sellers that have been flying off shelves and onto New York City streets.
581dadc695d0e01ffc1e1a5d,"On their new television show, “Martha & Snoop’s Potluck Dinner Party,” an odd couple dispense wit and kitchen wisdom."
581dadc595d0e01ffc1e1a5c,Spray paint and hurled bottles draw the notice of the police as a neighborhood’s Mexican-American residents fear being displaced.
58daa48f95d0e02489b93d29,"Western Michigan is 9-0, but the program’s success will most likely not provide a chance to play for a national championship and could result in the loss of its coach."
581dadaa95d0e01ffc1e1a57,"To get a glimpse of what manners will be like in the office of the future, it behooves us to look at the co-working spaces of today."
581dadae95d0e01ffc1e1a58,"Online shopping is easy, fast and completely devoid of any experiential pleasure."
581d9fb295d0e01ffc1e1a4d,"Dismissed early on by critics, the first lady has evolved into a powerful presence on the campaign trail."
581d9f9e95d0e01ffc1e1a4c,Social media experts are advising high school seniors to create professional profiles on LinkedIn and draw them to the attention of college admissions officers.
581d9f9c95d0e01ffc1e1a4b,"Our top 10 comments of the week: Readers debate a new look at Hillary Clinton’s emails, Donald Trump’s tax dodges and a World Series for the ages."
581d979b95d0e01ffc1e1a44,"Rolando Espinosa Sr., the mayor of Albuera, was killed in his jail cell in the central Philippines, in what the police called a “firefight.”"
581d91ba95d0e01ffc1e1a41,"Donald J. Trump encourages his supporters to heckle journalists, whom he requires to sit in a separate section, during campaign appearances. Experience the boos."
581d676595d0e01ffc1e1a10,"Benedict Cumberbatch, in theaters as “Doctor Strange,” hosts “S.N.L.” And Alex Gibney investigates the potential for cyberwarfare in “Zero Days.”"
581d672d95d0e01ffc1e1a0f,John Bernd inspired a series exploring the impact of the AIDS epidemic on dance.
581d637b95d0e01ffc1e1a0c,"Corrections appearing in print on Saturday, November 5, 2016."
581d5a2695d0e01ffc1e1a02,"To the cheers of thousands, top artists headlined a Cleveland event to urge millennial and African-American voters to go to the polls on Tuesday."
581d58f095d0e01ffc1e1a01,Columbus set a franchise record for most goals in a game as it handed Montreal its first regulation loss of the season.
581d566895d0e01ffc1e19ff,"Murray can pass Novak Djokovic, who lost in the Paris Masters quarterfinals on Friday."
581d502095d0e01ffc1e19fa,"Hillary Clinton and Donald J. Trump campaigned in Florida, with Mrs. Clinton basking in the rain and Mr. Trump sharing the stage with a (very) young fan."
581d501b95d0e01ffc1e19f9,"Donald J. Trump campaigned in New Hampshire, North Carolina and Pennsylvania while Hillary Clinton campaigned in Detroit and Pennsylvania before holding a concert with Beyonce and JAY Z in Cleveland."
581d4cd695d0e01ffc1e19f4,Kemba Walker scored a season-high 30 points on Friday night as the Charlotte Hornets improved their best start in 16 years to 4-1 by beating the Nets.
581d478e95d0e01ffc1e19ef,"A town that hosted thousands of travelers after Sept. 11 is the subject of a musical opening this month in Toronto. Plus, revelations that the police spied on journalists."
581d466495d0e01ffc1e19ec,"Frank Baker of St. Paul was bitten by a police dog and kicked by an officer in June, an encounter captured on newly released dash camera footage."
581d443995d0e01ffc1e19e9,"After retiring from the Navy, Admiral La Rocque founded a think tank to promote peace and to monitor the influence of the military-industrial complex."
581d41af95d0e01ffc1e19e8,"The Greek prime minister, apparently with an eye on debt-relief talks, replaced the ministers of energy and labor but retained his finance minister."
581d3fe595d0e01ffc1e19e7,"In the last full week of the campaign, Hillary Clinton and Donald J. Trump both held rallies in swing states around the country."
581d3ef495d0e01ffc1e19e5,"Mr. Steiner worked a broad variety of jobs and was, among other things, a poker champion."
581d3e6095d0e01ffc1e19e3,Donald Trump has made it difficult to avoid describing his behavior as racist.
581d3dfa95d0e01ffc1e19e0,Ballot initiatives in four states seek to circumvent the gun lobby’s intimidation of state legislators.
581d3d3695d0e01ffc1e19dd,The candidate refuses to acknowledge what the official data show: that the country is doing better than it was just a few years ago.
581d3d2e95d0e01ffc1e19dc,"David Phillips returns with a Saturday challenge, and a unique new building at Hampshire College in Massachusetts offers clues of its own."
581d3c7095d0e01ffc1e19db,Krav maga lessons started as research but became an enjoyable punishment.
581d3b8a95d0e01ffc1e19da,The hotel and condominium tower is in receivership after the owners failed to make debt payments for a year and a court ruled that investors were deceived.
581d3ae795d0e01ffc1e19d8,"Ambassador David Pressman, who helped shape Obama administration policy on South Sudan, said he was “horrified and disgusted” at the violence."
581d3aab95d0e01ffc1e19d7,"Li Cunxin, the artistic director of the Australian company, said Mr. Scarlett would create new works for the ballet and stage some of his existing pieces, including “No Man’s Land.”"
581d333395d0e01ffc1e19d2,A rare visit to the city’s western side revealed weariness and violence despite President Bashar al-Assad’s claims that residents are safe.
581d332495d0e01ffc1e19d1,"Quotation of the day for Saturday, November 5, 2016."
581d32db95d0e01ffc1e19d0,"The No. 15 Tigers, who have lost five straight to the Crimson Tide, enter Saturday’s home game with a powerful running back, Leonard Fournette, and a defense that is hitting on all cylinders."
581d328595d0e01ffc1e19ce,"An F.B.I. bulletin said that Al Qaeda might be planning attacks for Monday, but an official said there was skepticism about the credibility of the information."
581d30ff95d0e01ffc1e19cd,"In Iowa and Florida, it’s actually been Republican supporters accused of fraud. Yet their party continues to try to disenfranchise minority voters."
581d302b95d0e01ffc1e19cc,"Pete Kostelnick, who recently set a record for running across the United States, is among Americans shattering marks in a historically reclusive sport."
581d2d3395d0e01ffc1e19c7,Assigning sexually demeaning rankings to incoming members of the women’s soccer team leads the prestigious university to cancel the remainder of the men’s season.
581d2cfa95d0e01ffc1e19c5,"Moving to reduce the number of New Yorkers in shelters, Mayor Bill de Blasio’s administration is requiring developers that got 421-a subsidies to give some units to homeless people."
581d2cbb95d0e01ffc1e19c4,"This was the season Major League Baseball was going to get serious about reducing fan injuries, by extending protective netting. A woman’s injury in Game 7 of the World Series proved otherwise."
581d2c9e95d0e01ffc1e19c3,"In denouncing him as a liar, the media didn’t go far enough."
581d2c6995d0e01ffc1e19c2,Fewer people experience a “natural death” anymore. Doctors should rethink their opposition to right-to-die laws.
581d2aea95d0e01ffc1e19bf,"The former Bulls Derrick Rose and Joakim Noah returned to Chicago on Friday night and were greeted by boos and cheers as they helped the Knicks win, 117-104."
581d2a0195d0e01ffc1e19bd,The battle for Mosul raged on Friday and streams of civilians continued an exodus from the city.
581d291b95d0e01ffc1e19bc,"Inside the ring, Air Time — a 1,650-pound black-and-white compact car of an animal — lives up to his name, but outside it he is a timid creature easily spooked by even his own shadow."
581d286a95d0e01ffc1e19bb,"“Vail Dance Festival: ReMix NYC” features ballet rarities and premieres, including Alexei Ratmansky’s “Fandango,” as well as collaborations like Lil Buck and Yo-Yo Ma."
581d286095d0e01ffc1e19ba,"In the last race of Beholder’s career, she narrowly edged Songbird, who lost for the first time in 12 races."
581d282e95d0e01ffc1e19b6,"As the region has become more congested and expensive, there are growing demands to rein in the physical space that many technologists call home."
581d26b295d0e01ffc1e19b5,"As a result of an investigation, the federal Education Department announced that the city agreed to revamp its procedures."
581d22de95d0e01ffc1e19b1,You say you have some last-minute questions?
581d222195d0e01ffc1e19b0,"At a hearing with state lawmakers, the new leader of the agency, Steven Santoro, called the issues “unacceptable” and pledged improvements."
581d216195d0e01ffc1e19af,"Miller, after quadruple-bypass surgery, returned for his 44th season calling Kings games, though other broadcasters like Jiggs McDonald will fill in for some road games."
5820f8e195d0e0204d55f04c,"Hillary Clinton’s aides, helped by data models and experience in the elections of 2008 and 2012, have long shifted their focus away from the “Bubba” voters."
5820f96195d0e0204d55f055,"The Jets slowed Jay Ajayi but hurt themselves with squandered chances, and Kenyan Drake returned a kickoff 96 yards for the final swing in a seesaw game."
5820f96f95d0e0204d55f056,"Technology that allows the police to analyze and share data helps prevent crime. But those sophisticated tools may put civil liberties in danger, too."
5820f93c95d0e0204d55f053,"Bonfires, blazing crosses and firecrackers are all part of the celebration in an English town that takes a centuries-old tradition very seriously."
5820f8ac95d0e0204d55f048,"Researchers in a new project are installing microphones in the city to build an aural map and, perhaps, eventually reduce noise pollution."
5820f8ba95d0e0204d55f049,"Making light of the presidential race was easier in previous cycles, marketers said. This year? Ease the pain."
5820f7f695d0e0204d55f040,Bruce Haight wears his professional hat today.
5820f77b95d0e0204d55f03b,"Join runners on the Verrazano-Narrows Bridge, near the start of the 40th New York City Marathon, which travels through all five boroughs of the city."
5820f8a995d0e0204d55f047,"Marco Armiliato conducted this production, which starred Liudmyla Monastyrska in the title role and managed to make the stage seem crowded."
5820f7ef95d0e0204d55f03f,The Young People’s Chorus of New York performed recently commissioned works on Friday at National Sawdust in Brooklyn.
5820f6b695d0e0204d55f02a,"The Knicks continued to score at a sufficient pace, but Utah shot 50 percent from the field and took 35 free throws in rallying from a double-digit deficit."
5820f73f95d0e0204d55f038,"Catrine Clay’s book explores Carl Jung’s tortured soul, his wife’s challenging discoveries and their role in the early years of psychoanalysis."
5820f73495d0e0204d55f036,Members of the former Seattle supergroup that began a quarter-century ago have reconnected and are on their first tour.
5820f6ff95d0e0204d55f02e,"Quarterback Eli Manning threw four touchdown passes, and the Giants’ defense made a late stand to preserve a victory against Philadelphia."
5820f6d495d0e0204d55f02c,The following tax-exempt fixed-income issues are scheduled for pricing this week.
5820f65495d0e0204d55f01f,"The 34-year-old ran away from the field before the midway point and was never challenged. Ghirmay Ghebreslassie, 20, won the men’s race, becoming the youngest winner ever."
5820f56c95d0e0204d55f010,"Seated beside one another on a No. 1 train, a teenager and a much older man find they have something in common."
5820f71595d0e0204d55f031,"The conductor has, to no small extent, defined New York’s classical music scene, from “Tristan und Isolde” at the Met and his engagements at Carnegie Hall."
5820f5ba95d0e0204d55f016,"Proposition 56 would tax e-cigarettes in the state for the first time, despite evidence suggesting e-cigarettes are less harmful and may help people quit smoking."
5820f6b595d0e0204d55f029,Entrants from Australia and other far-flung places endured long flights and jet lag on their way to the New York City Marathon.
5820f60b95d0e0204d55f01a,"Crowds in various parts of the Muslim-majority country appeared to target its largest religious minority group, though many of the acts were minor."
5820f43895d0e0204d55f002,"James B. Comey, the F.B.I. director, said in a letter to members of Congress that “based on our review, we have not changed our conclusions that we expressed in July with respect to Secretary Clinton.”"
5820f3e895d0e0204d55eff8,"Hundreds of rogue apps, most of which came from developers in China, have managed to slip through Apple’s review process."
5820f3b295d0e0204d55eff6,Here’s what you need to know to start your day.
5820f51695d0e0204d55f00d,"Bradley, the club’s American manager, has become a lightning rod at Swansea, which has struggled after a storybook rise in the Premier League."
5820f4a995d0e0204d55f007,"Dr. Gabriele Rosa of Italy has guided many Kenyan marathon champions, but his son, Federico, has been caught up in the doping case of Rita Jeptoo."
5820f2cc95d0e0204d55efed,The F.B.I. informed Congress on Sunday that it had reviewed newly discovered emails and not changed its conclusions about Mrs. Clinton’s use of a private server.
5820f27695d0e0204d55efe9,"The presidential race has blessed “Saturday Night Live” with material, and cursed it with near-impossible expectations."
5820f1a795d0e0204d55efd2,"The American, who was abducted as he tried to leave Yemen after having taught English there for two years, was released after diplomatic negotiations."
5820f3a195d0e0204d55eff3,"The company said that holders of 53 percent of unaffiliated NetSuite shares agreed to tender their shares, and the deal will be completed on Monday."
5820f36295d0e0204d55eff1,"The British prime minister warned critics on Sunday not to thwart her timetable for withdrawal from the European Union, which has been upended by a court decision."
5820f13f95d0e0204d55efc9,"The Disney-owned Marvel Entertainment has had an uninterrupted string of 13 critical and commercial hits in eight years, a track record even Pixar can’t claim."
5820f18095d0e0204d55efd0,"Both ran as outsiders, taking on the status quo. And many of the white working-class voters who supported President Obama now favor Mr. Trump."
5820f15e95d0e0204d55efcc,The Colts returned the opening kickoff to jump ahead and never let the Packers recover. The Cowboys improved to 7-1 behind rookie quarterback Dak Prescott.
5820f1c895d0e0204d55efd3,"At 80, the Oscar winner has rejoined her profession after decades, much of them spent as a Labour member of Parliament, in Deborah Warner’s Old Vic production."
5820f0bb95d0e0204d55efc2,Behind the show of confidence orchestrated by Mr. Trump’s staff are the neediness and vulnerability of a once-boastful candidate uncertain of victory.
5820f06b95d0e0204d55efbb,Thousands marched before an expected decision from China that may prevent two young people elected to Hong Kong’s legislature from formally taking office.
5820f0ec95d0e0204d55efc5,"In every presidential race since 2004, Valerie Smith has tracked the number of candidate cups sold at her store, the Monogram Shop. So far, she has correctly predicted every election."
5820ef5095d0e0204d55efa8,Spending on ballot initiatives in two counties has drawn more money than the Senate race and votes on marijuana and gun control — combined.
5820f08395d0e0204d55efbc,"A Kurdish-Arab militia aims to isolate the city, Raqqa, and prepare for a final assault in the near future, an American military official confirmed."
5820f16795d0e0204d55efce,"On both sides of the Atlantic, we are feeling a nausea Sartre knew well."
5820efee95d0e0204d55efb2,"Prosecutors are investigating whether Hans Dieter Pötsch, the carmaker’s former top finance official, failed to warn shareholders about the scandal."
5820efb395d0e0204d55efaf,The best way to ensure great eating throughout the week? Getting started on Sunday doesn’t hurt.
5820ef8995d0e0204d55efab,An advisor to the president of South Korea was arrested and charged with using her influence to extort large sums from Korean companies.
5820ef2695d0e0204d55efa6,"Before African states began withdrawing from the court, the court was moving away from cases on the continent."
5820eea895d0e0204d55efa1,Politicians worldwide have discovered that nostalgia can be a powerful motivator.
5820ee1995d0e0204d55ef97,"Thankfully, the election is imminent. I hope a Hillary Clinton presidency is too."
5820eab995d0e0204d55ef55,Here’s what you need to know about the week’s top stories.
5820e9c895d0e0204d55ef43,A ballot initiative on Tuesday may be a turning point for marijuana growers in California. Visit a pot farm where the owner is against legalization for recreational use.
5820eae295d0e0204d55ef56,The race between Donald J. Trump and Hillary Clinton has been one of the most contentious in modern American history. Here’s a look at how we covered major developments.
5820ea0695d0e0204d55ef4a,"50,000 marathoners took to the streets on Sunday. Mary Keitany pulled away from the pack around the 10-mile mark while Ghirmay Ghebreslassie became the youngest winner ever."
5820e8f695d0e0204d55ef34,Recent residential sales in New York City and the region.
5820e9a395d0e0204d55ef3f,The F.B.I. removed a dark cloud that has been hanging over Hillary Clinton’s campaign two days before Election Day.
5820e96595d0e0204d55ef3c,
5820e7ff95d0e0204d55ef2b,"Staying ahead of trends, LagosPhoto’s seventh edition offers more conceptual work."
5820e49f95d0e0204d55ef06,"Corrections appearing in print on Sunday, November 6, 2016."
5820e59a95d0e0204d55ef16,“60 Minutes” and “The Circus” parse the final days of the presidential campaign. And Nick Nolte plays a former president on the wrong side of history in “Graves.”
5820e43695d0e0204d55eef6,"A man charged in the kidnapping of a woman found alive confessed to the unsolved killings of four people in 2003, and may be linked to a total of seven deaths, the authorities said."
5820e41c95d0e0204d55eef4,"The couple are to be married in front of the Small Business Administration in Washington, the agency where they met."
5820e46b95d0e0204d55eeff,The couple met at a San Francisco wine bar.
5820e41095d0e0204d55eef2,The bride is a professor of illustration and an editorial illustrator; the groom is the financial controller at Momofuku Group.
5820e4f395d0e0204d55ef11,"The bride works for Jonathan Adler, the groom for Connor Group."
5820e40395d0e0204d55eef1,The couple are to be married at the Anna Scripps Whitcomb Conservatory in Detroit.
5820e49795d0e0204d55ef05,The couple met on New Year’s Eve 2009.
5820e49695d0e0204d55ef04,"The couple were married at the Cloister, a hotel and country club on Sea Island, Ga."
5820e49295d0e0204d55ef02,"The couple, who met at work in 2013, were married at the Parker Palm Springs in California."
5820e41b95d0e0204d55eef3,The bride is a teacher and the groom is a vice president of JPMorgan Chase.
5820e3fb95d0e0204d55eeef,"The couple, who met via the dating app Hinge, were married in New Orleans."
5820e44f95d0e0204d55eefc,"The couple, who met on Match.com in 2011, were wed in the Bronx."
5820e49595d0e0204d55ef03,"She’s an environmental economist, and he’s a Navy pilot."
5820e44295d0e0204d55eefa,"James finished with 25 points, 14 assists and 8 rebounds as the Cavaliers held off the winless 76ers, 102-101."
5820e44095d0e0204d55eef8,"The couple met on St. Patrick’s Day in 2012, and were married at the Manhattan Marriage Bureau."
5820e3d695d0e0204d55eeed,The couple were married at the Hamilton Crowne Plaza Hotel in Washington.
5820e43795d0e0204d55eef7,"The bride and groom work at the Hospital for Special Surgery in Manhattan, where they were introduced by colleagues."
5820e3dc95d0e0204d55eeee,"The couple, who met through coffeemeetsbagels.com, were married in Baltimore."
5820e4d695d0e0204d55ef0f,"The couple met in 2010 through mutual friends at a New Year’s Eve party in Johns Creek, Ga."
5820e40295d0e0204d55eef0,The couple met in 2008 while working at a private investment firm in Fort Lauderdale.
5820e44895d0e0204d55eefb,Thousands of undocumented immigrants have used travel permission under a 2012 program to visit the countries they left as children. The program could be canceled.
5820e37f95d0e0204d55eee5,Carmen Joan Edwards spent 15 years trying to change her status from illegal immigrant to naturalized citizen. She is now eligible to vote on Election Day.
5820e3a295d0e0204d55eeea,"Armstrong, who slammed his head on the turf while being tackled by an Ohio State player, was evaluated at a hospital before returning to the stadium."
5820e2e595d0e0204d55eed3,Donald J. Trump was abruptly rushed offstage by security on Saturday night at the Reno-Sparks Convention Center.
5820e27195d0e0204d55eec8,
5820e22d95d0e0204d55eebf,Donald J. Trump and Hillary Clinton held rallies in North Carolina and Florida.
5820e29395d0e0204d55eecb,"Question 2, if approved, would allow the state to expand charter schools. A pitched battle over the measure reflects the passions that the debate has aroused nationwide."
5820e23a95d0e0204d55eec0,"A man thought to have a gun was apprehended on Saturday night at a Trump rally in Reno, Nev., but no weapon was found, the Secret Service said, and the man was released."
5820e30195d0e0204d55eed8,"Crimson Tide quarterback Jalen Hurts scored on a 21-yard run early in the fourth quarter, and top-ranked Alabama’s defense shut down Tigers running back Leonard Fournette."
5820e24e95d0e0204d55eec2,"After a campaign season defined by voter weariness with and distrust of Mrs. Clinton, which old hands might follow her to the White House — and should they?"
5820e1d495d0e0204d55eebb,"Chrome, widely regarded as the best horse in the world, finished a close second in the Breeders’ Cup Classic, losing his first race in seven starts this year."
5820e14e95d0e0204d55eeb1,"The review by the office of Eric T. Schneiderman will include whether Ariel Galarza, who died on Wednesday, was armed when a police officer used an electric stun gun on him."
5821150b95d0e0204d55f384,"Since it started its mission last May, the Astral has helped rescue about 15,000 refugees trying to reach Europe by boat, mostly from Libya."
582112ce95d0e0204d55f37e,"Environmental groups urged the banks to halt loan payments to the Dakota Access pipeline, which they say threatens Native American lands and has no place in a world fighting climate change."
58210fa995d0e0204d55f37a,We asked readers — without any context — to caption a photo that ran in The New York Times. Here’s how they responded.
58210bae95d0e0204d55f373,Levels of the most dangerous particles soared over the weekend in some places to more than 16 times the limit India’s government considers safe.
58210a3d95d0e0204d55f36f,
58210a3b95d0e0204d55f36d,
58210a3895d0e0204d55f36b,
58210a2795d0e0204d55f369,The pioneering victory of her appointment to attorney general is about to be writ large.
58210a1d95d0e0204d55f365,A new book features a collection of homes from around the world — from the Slovenian Alps to Montauk — all built with nature in mind.
58210a1795d0e0204d55f364,Here’s what you need to know at the end of the day.
58210a0995d0e0204d55f363,"The German couple, who were held by Somali pirates in 2008, were said to have been abducted by Abu Sayyaf, an insurgent group."
582109dc95d0e0204d55f35e,"Bidding wars have broken out over the work of this Romanian painter, who has benefited from demand, limited output and a pool of eager buyers."
582109cc95d0e0204d55f359,"The artist Clare Strand’s new book comprises images of women with serpents found over a number of years, many from the archives of British tabloid newspapers."
5821092d95d0e0204d55f33c,"In the artist Clare Strand’s new book, archive images meet computer-generated poetry."
5821096295d0e0204d55f345,"In this program of two one-act plays at Here, the company Eagle Project examines how natural disasters take their greatest toll on minority residents."
582109ce95d0e0204d55f35a,The characters in Caroline V. McGraw’s play run up against a problem that makeup can’t fix.
5821098095d0e0204d55f348,The designer Silvia Avanzi launched Gray Matters with the help of a company that counts Dior and Fendi as clients.
5821097f95d0e0204d55f347,"The independent designer Silvia Avanzi, whose shoes launched in stores last month, uses the same Italian factories as big fashion brands."
5821090495d0e0204d55f336,Will the divisiveness of the campaign persist? Will supporters of the loser accept the winner’s “mandate”?
582109b095d0e0204d55f355,"Mr. Durst is accused of having shot his friend Susan Berman in order to stop her from revealing what she knew about his first wife’s disappearance, in 1982."
5821095e95d0e0204d55f343,"After decades of silence following her prominence in the 1960s and ’70s, the traditional British folk singer yields to pleas and records a new album, “Lodestar.”"
5821099895d0e0204d55f350,Archaeologists in Maryland have discovered artifacts linking African practices and Christianity on the land of a former slave plantation in Maryland.
582108d995d0e0204d55f32f,Americans may finally be ready to pick the smartest girl in the room.
582108ca95d0e0204d55f32a,"Kenneth R. Rosen explains whose job it is to keep the clocks in the Times newsroom current, even when we switch to daylight saving time."
582109a095d0e0204d55f353,A White House correspondent’s valiant attempts to get inside the first lady’s bubble.
582108db95d0e0204d55f330,Reports from North Carolina and elsewhere suggest a constitutional right still in need of protection.
5821090795d0e0204d55f337,"The candidates and their surrogates hopscotched across the United States in the final, frenzied hours of the campaign, with the nation reduced to a string of must-win states."
582108b795d0e0204d55f321,An hour-by-hour look at when states finish voting.
5821087a95d0e0204d55f30f,"This evening, you can watch Martha Stewart and Snoop Dogg host a dinner party and the season premiere of ‘Vanderpump Rules.’"
5821093a95d0e0204d55f33e,"Chronic delays and major overcrowding have led commuters to flee the subway in droves, clogging roads and leading people to ride-sharing services."
58221d6195d0e0204d55f5c8,Lighthouses in Ireland are finding new life not just for their beautiful vistas but for stories from people who illuminate pieces of modern history.
5821087695d0e0204d55f30e,City officials were concerned that residents were spending so much time getting to and from work that some would not have time to vote.
5821089f95d0e0204d55f31a,"There will be cold spots and scattered showers but not enough to affect voter participation, forecasters say."
582107f795d0e0204d55f301,"For all its outrage and rancor, Trump’s campaign has, from the beginning, been mostly about grieving."
582108dd95d0e0204d55f331,"“Chotto Desh,” at the New Victory Theater, is a time capsule by Akram Khan, and it starts with the voice of a 12-year-old Bangladeshi boy on a help line."
5821089395d0e0204d55f314,"Muslim fliers, particularly women who cover their hair, are often subjected to extra screening, which requires more time to navigate security."
5821089395d0e0204d55f313,His travels to three crucial states were part victory lap and part nostalgia tour. But his core mission was to rally voters behind Hillary Clinton — or see his agenda defeated.
582108bd95d0e0204d55f324,"The daughter of the designer Diane von Furstenberg has many interests, but her desire to tell stories is the common thread."
5821083b95d0e0204d55f308,"Women should see a doctor, nurse or local health worker at least eight times during each pregnancy, doubling the previous guideline for visits."
5821086495d0e0204d55f30b,"To get the dark and white meat to both cook perfectly, pick up your paring knife and splay the legs."
582107f395d0e0204d55f300,This cooking technique yields perfectly cooked Thanksgiving turkey.
582108c695d0e0204d55f327,Prime Minister Theresa May has received a rocky reception on a visit to India that was billed as a test of Britain’s ability to prosper outside the European Union.
582107d395d0e0204d55f2f4,"Kunlun Red Star, a new franchise in the Russian-based K.H.L., has faced challenges but been competitive as it tries to develop the sport in China."
582107cf95d0e0204d55f2f2,Readers take sides about the director’s actions.
582107c495d0e0204d55f2f0,The Supreme Court turned away a bid to reinstate a trial judge’s order that barred Donald J. Trump’s campaign from harassing or intimidating voters in Ohio.
582107d495d0e0204d55f2f5,Here’s what you need to know to start your day.
582107dd95d0e0204d55f2f9,"Kate Zernike, a Times reporter who covered the Bridgegate trial, takes a spirited look back at the courtroom characters and antics."
5821075795d0e0204d55f2df,Donald J. Trump is holding a campaign rally in Raleigh the day before Election Day.
5821078a95d0e0204d55f2e7,Ms. Smith takes on a familiar theme: how family and politics affect identity. But her portrait of a famous singer and would-be humanitarian is clumsy and tedious.
5821073e95d0e0204d55f2d9,A special survey suggests there are more Trump supporters than other polls indicate. But they also seem unlikely to actually vote.
5821073995d0e0204d55f2d8,Early voting data unequivocally indicates that Hillary Clinton will benefit from Hispanic turnout that is vastly exceeding numbers from four years ago.
5821073595d0e0204d55f2d7,A former longtime political reporter for The Times reflects on Election Days past.
581b74dd95d0e022439c6d44,Where do you vote? What happens when you get there? Here’s what you should know on Election Day.
582106a095d0e0204d55f2c0,"“On the Inside,” curated by Tatiana von Fürstenberg, was a labor of love intended to empower one of society’s most marginalized communities."
